id,label
2999,167
3000,9
3001,68
3002,19
3003,43
3004,38
3005,75
3006,91
3007,33
3008,33
3009,30
3010,53
3011,78
3012,162
3013,75
3014,136
3015,73
3016,31
3017,2
3018,83
3019,126
3020,47
3021,37
3022,33
3023,171
3024,55
3025,76
3026,123
3027,68
3028,24
3029,170
3030,107
3031,130
3032,21
3033,106
3034,121
3035,132
3036,77
3037,149
3038,24
3039,37
3040,121
3041,105
3042,15
3043,69
3044,146
3045,163
3046,132
3047,1
3048,36
3049,60
3050,59
3051,178
3052,115
3053,132
3054,49
3055,50
3056,121
3057,102
3058,50
3059,114
3060,82
3061,70
3062,129
3063,13
3064,40
3065,30
3066,100
3067,15
3068,21
3069,120
3070,31
3071,99
3072,135
3073,39
3074,112
3075,44
3076,180
3077,23
3078,85
3079,107
3080,129
3081,104
3082,131
3083,10
3084,20
3085,42
3086,113
3087,11
3088,121
3089,36
3090,82
3091,150
3092,11
3093,48
3094,114
3095,12
3096,62
3097,94
3098,132
3099,19
3100,32
3101,27
3102,127
3103,52
3104,42
3105,116
3106,132
3107,145
3108,12
3109,10
3110,155
3111,80
3112,40
3113,159
3114,78
3115,31
3116,163
3117,10
3118,133
3119,103
3120,32
3121,120
3122,36
3123,99
3124,80
3125,73
3126,106
3127,62
3128,80
3129,50
3130,52
3131,164
3132,71
3133,64
3134,90
3135,103
3136,1
3137,41
3138,41
3139,151
3140,61
3141,113
3142,122
3143,4
3144,34
3145,23
3146,140
3147,29
3148,113
3149,77
3150,115
3151,33
3152,33
3153,196
3154,10
3155,160
3156,120
3157,198
3158,107
3159,79
3160,39
3161,105
3162,78
3163,1
3164,153
3165,65
3166,20
3167,158
3168,101
3169,176
3170,44
3171,39
3172,20
3173,197
3174,114
3175,74
3176,1
3177,49
3178,77
3179,170
3180,59
3181,114
3182,113
3183,134
3184,45
3185,45
3186,31
3187,14
3188,106
3189,2
3190,16
3191,196
3192,180
3193,96
3194,93
3195,118
3196,140
3197,92
3198,6
3199,42
3200,18
3201,19
3202,118
3203,48
3204,167
3205,136
3206,2
3207,81
3208,153
3209,11
3210,27
3211,125
3212,40
3213,13
3214,29
3215,40
3216,20
3217,152
3218,92
3219,70
3220,180
3221,71
3222,28
3223,45
3224,43
3225,31
3226,158
3227,146
3228,190
3229,126
3230,47
3231,160
3232,38
3233,37
3234,75
3235,37
3236,155
3237,133
3238,28
3239,107
3240,1
3241,110
3242,66
3243,33
3244,88
3245,32
3246,20
3247,141
3248,144
3249,25
3250,69
3251,101
3252,43
3253,22
3254,48
3255,170
3256,33
3257,41
3258,134
3259,31
3260,154
3261,167
3262,14
3263,57
3264,48
3265,3
3266,62
3267,59
3268,157
3269,77
3270,88
3271,40
3272,30
3273,46
3274,81
3275,76
3276,104
3277,40
3278,111
3279,52
3280,140
3281,28
3282,189
3283,49
3284,21
3285,14
3286,121
3287,32
3288,187
3289,139
3290,33
3291,171
3292,59
3293,39
3294,29
3295,88
3296,45
3297,75
3298,98
3299,65
3300,100
3301,175
3302,65
3303,38
3304,41
3305,48
3306,152
3307,94
3308,66
3309,107
3310,53
3311,27
3312,84
3313,162
3314,83
3315,10
3316,55
3317,11
3318,25
3319,36
3320,70
3321,65
3322,44
3323,123
3324,56
3325,107
3326,166
3327,60
3328,33
3329,28
3330,7
3331,35
3332,26
3333,114
3334,45
3335,59
3336,166
3337,32
3338,176
3339,18
3340,117
3341,30
3342,197
3343,28
3344,168
3345,110
3346,76
3347,105
3348,80
3349,47
3350,50
3351,111
3352,126
3353,141
3354,72
3355,42
3356,98
3357,166
3358,92
3359,199
3360,41
3361,79
3362,144
3363,57
3364,55
3365,156
3366,33
3367,81
3368,73
3369,101
3370,7
3371,180
3372,67
3373,64
3374,76
3375,24
3376,68
3377,130
3378,168
3379,122
3380,10
3381,44
3382,152
3383,42
3384,141
3385,11
3386,128
3387,195
3388,42
3389,168
3390,43
3391,93
3392,183
3393,171
3394,32
3395,131
3396,35
3397,168
3398,13
3399,93
3400,83
3401,20
3402,142
3403,100
3404,128
3405,29
3406,177
3407,76
3408,33
3409,133
3410,79
3411,151
3412,89
3413,95
3414,18
3415,14
3416,141
3417,143
3418,190
3419,57
3420,78
3421,66
3422,171
3423,104
3424,169
3425,57
3426,146
3427,85
3428,68
3429,29
3430,46
3431,93
3432,108
3433,50
3434,74
3435,31
3436,147
3437,114
3438,66
3439,110
3440,146
3441,45
3442,95
3443,166
3444,144
3445,39
3446,36
3447,92
3448,78
3449,4
3450,41
3451,44
3452,117
3453,131
3454,114
3455,61
3456,114
3457,4
3458,177
3459,156
3460,60
3461,119
3462,184
3463,171
3464,13
3465,173
3466,68
3467,21
3468,176
3469,116
3470,31
3471,15
3472,138
3473,146
3474,21
3475,112
3476,156
3477,116
3478,133
3479,144
3480,92
3481,109
3482,88
3483,86
3484,132
3485,138
3486,189
3487,103
3488,37
3489,152
3490,149
3491,77
3492,149
3493,29
3494,29
3495,47
3496,89
3497,92
3498,95
3499,188
3500,104
3501,106
3502,31
3503,44
3504,22
3505,39
3506,127
3507,49
3508,172
3509,68
3510,33
3511,71
3512,155
3513,112
3514,49
3515,21
3516,151
3517,84
3518,37
3519,34
3520,20
3521,32
3522,48
3523,175
3524,32
3525,149
3526,114
3527,66
3528,111
3529,20
3530,14
3531,121
3532,19
3533,96
3534,62
3535,34
3536,31
3537,10
3538,40
3539,78
3540,127
3541,175
3542,17
3543,90
3544,195
3545,17
3546,24
3547,196
3548,123
3549,42
3550,25
3551,39
3552,12
3553,96
3554,90
3555,31
3556,70
3557,14
3558,137
3559,100
3560,22
3561,99
3562,186
3563,167
3564,78
3565,198
3566,89
3567,34
3568,79
3569,168
3570,128
3571,116
3572,9
3573,61
3574,65
3575,28
3576,119
3577,42
3578,121
3579,114
3580,107
3581,23
3582,70
3583,17
3584,100
3585,8
3586,3
3587,122
3588,114
3589,136
3590,56
3591,13
3592,88
3593,188
3594,121
3595,144
3596,58
3597,59
3598,162
3599,166
3600,3
3601,106
3602,31
3603,172
3604,34
3605,134
3606,40
3607,48
3608,28
3609,13
3610,61
3611,19
3612,28
3613,38
3614,171
3615,110
3616,10
3617,168
3618,64
3619,75
3620,7
3621,180
3622,47
3623,195
3624,7
3625,55
3626,116
3627,93
3628,133
3629,22
3630,55
3631,78
3632,61
3633,17
3634,152
3635,188
3636,78
3637,13
3638,13
3639,131
3640,80
3641,32
3642,11
3643,170
3644,175
3645,47
3646,48
3647,93
3648,52
3649,186
3650,100
3651,94
3652,66
3653,24
3654,177
3655,84
3656,55
3657,12
3658,141
3659,163
3660,76
3661,63
3662,75
3663,30
3664,94
3665,89
3666,106
3667,88
3668,104
3669,113
3670,76
3671,132
3672,120
3673,57
3674,47
3675,98
3676,2
3677,8
3678,77
3679,63
3680,180
3681,124
3682,132
3683,19
3684,73
3685,177
3686,89
3687,173
3688,95
3689,69
3690,180
3691,37
3692,25
3693,88
3694,109
3695,2
3696,169
3697,11
3698,116
3699,15
3700,82
3701,21
3702,5
3703,79
3704,141
3705,140
3706,60
3707,114
3708,140
3709,78
3710,55
3711,99
3712,90
3713,120
3714,18
3715,131
3716,124
3717,82
3718,95
3719,4
3720,116
3721,145
3722,155
3723,96
3724,105
3725,29
3726,26
3727,88
3728,16
3729,52
3730,22
3731,63
3732,99
3733,173
3734,48
3735,117
3736,155
3737,166
3738,19
3739,186
3740,33
3741,112
3742,144
3743,49
3744,104
3745,144
3746,29
3747,114
3748,128
3749,11
3750,63
3751,106
3752,127
3753,69
3754,137
3755,99
3756,39
3757,116
3758,79
3759,120
3760,104
3761,17
3762,91
3763,144
3764,104
3765,87
3766,73
3767,25
3768,114
3769,145
3770,146
3771,112
3772,124
3773,3
3774,117
3775,68
3776,81
3777,76
3778,35
3779,170
3780,19
3781,1
3782,123
3783,79
3784,160
3785,32
3786,15
3787,48
3788,76
3789,14
3790,68
3791,19
3792,62
3793,63
3794,140
3795,110
3796,117
3797,183
3798,111
3799,46
3800,30
3801,105
3802,63
3803,104
3804,28
3805,111
3806,90
3807,116
3808,23
3809,40
3810,27
3811,162
3812,69
3813,129
3814,161
3815,82
3816,141
3817,161
3818,185
3819,17
3820,23
3821,20
3822,141
3823,72
3824,112
3825,112
3826,95
3827,166
3828,43
3829,122
3830,169
3831,166
3832,192
3833,63
3834,4
3835,138
3836,65
3837,110
3838,109
3839,114
3840,74
3841,90
3842,122
3843,91
3844,1
3845,74
3846,175
3847,25
3848,7
3849,183
3850,144
3851,163
3852,148
3853,112
3854,140
3855,63
3856,96
3857,52
3858,64
3859,146
3860,123
3861,175
3862,172
3863,151
3864,105
3865,156
3866,59
3867,31
3868,36
3869,58
3870,45
3871,14
3872,151
3873,149
3874,175
3875,175
3876,46
3877,104
3878,14
3879,33
3880,119
3881,40
3882,53
3883,141
3884,88
3885,24
3886,13
3887,83
3888,43
3889,50
3890,111
3891,38
3892,71
3893,47
3894,95
3895,92
3896,109
3897,50
3898,64
3899,55
3900,8
3901,28
3902,58
3903,65
3904,33
3905,35
3906,92
3907,111
3908,157
3909,25
3910,29
3911,77
3912,93
3913,3
3914,56
3915,14
3916,125
3917,92
3918,161
3919,176
3920,166
3921,53
3922,113
3923,23
3924,59
3925,22
3926,92
3927,123
3928,16
3929,31
3930,4
3931,23
3932,76
3933,184
3934,148
3935,178
3936,80
3937,20
3938,77
3939,126
3940,47
3941,62
3942,137
3943,175
3944,32
3945,47
3946,86
3947,37
3948,133
3949,48
3950,132
3951,78
3952,40
3953,73
3954,59
3955,11
3956,1
3957,107
3958,53
3959,160
3960,131
3961,104
3962,133
3963,26
3964,20
3965,175
3966,123
3967,144
3968,88
3969,161
3970,150
3971,86
3972,73
3973,48
3974,187
3975,77
3976,123
3977,48
3978,17
3979,179
3980,104
3981,16
3982,1
3983,55
3984,17
3985,33
3986,55
3987,70
3988,31
3989,107
3990,21
3991,31
3992,104
3993,169
3994,19
3995,99
3996,70
3997,20
3998,40
3999,58
4000,111
